user_id,gender,postal_code
4234,female,24293
4235,female,37865
4238,female,34667
4239,female,24293
4240,female,31904
4241,female,37811
4242,female,10011
4245,female,37811
4247,female,34667
4250,female,4096
4251,female,76017
4256,female,91767
4258,female,4096
4260,female,49835
4262,female,24293
4264,female,77015
4265,female,29349
4266,female,76017
4267,female,34667
4269,female,93308
4272,female,34667
4275,female,93308
4276,female,13903
4278,female,34667
4281,female,93308
4282,female,77386
4283,female,93308
4284,female,43623
4285,female,77386
4286,female,75028
4288,female,77386
2,male,98409
3,male,39740
4,male,33168
9,male,33168
11,male,11354
12,male,29461
14,male,39531
19,male,24095
21,male,30238
22,male,35006
24,male,98409
25,male,28269
27,male,28269
28,male,24095
30,male,24095
36,male,29461
40,male,29461
43,male,92109
46,male,98409
47,male,92109
51,male,92109
54,male,98409
59,male,92336
63,male,98409
64,male,30238
67,male,92336
80,male,34753
84,male,32218
85,male,95123
87,male,34753
88,male,27408
92,male,34753
93,male,39740
94,male,95123
95,male,95123
101,male,92336
108,male,34753
111,male,33584
112,male,92336
113,male,34753
114,male,92336
119,male,39740
122,male,30907
124,male,34753
126,male,32730
129,male,2152
132,male,17602
137,male,17602
138,male,44256
142,male,33584
145,male,17602
146,male,30907
150,male,10458
151,male,76119
153,male,78109
154,male,33584
157,male,75462
161,male,30907
163,male,73159
164,male,17602
166,male,30907
168,male,2152
171,male,30907
172,male,2152
174,male,33584
175,male,78109
177,male,75052
179,male,95330
180,male,86406
181,male,95330
183,male,22204
186,male,19082
189,male,6051
190,male,37087
194,male,73110
195,male,6051
196,male,73110
205,male,71909
208,male,71909
211,male,53024
212,male,53024
216,male,22204
217,male,98043
218,male,36551
227,male,37087
229,male,37087
233,male,17512
236,male,22204
237,male,17512
241,male,49307
242,male,22204
244,male,22204
245,male,49307
248,male,49307
252,male,90011
254,male,32431
255,male,48167
257,male,61101
259,male,49307
262,male,77388
263,male,48167
265,male,77388
266,male,77388
268,male,77803
270,male,32431
271,male,77803
272,male,77388
274,male,30215
277,male,77803
280,male,30215
281,male,77803
285,male,30215
286,male,46368
287,male,77803
296,male,30215
300,male,60016
306,male,85034
307,male,30215
309,male,10469
315,male,90001
316,male,30215
336,male,46561
338,male,46561
342,male,79703
348,male,46561
350,male,85034
352,male,46561
363,male,62441
365,male,48167
367,male,62441
373,male,85034
375,male,16508
377,male,48167
378,male,38587
379,male,62441
381,male,48858
382,male,33313
385,male,25508
389,male,44106
393,male,48167
396,male,78648
397,male,19134
402,male,79415
404,male,13060
405,male,49508
407,male,29571
408,male,29571
413,male,33313
415,male,48167
417,male,13060
425,male,77059
431,male,19134
432,male,24736
433,male,19134
434,male,73127
435,male,19134
436,male,77469
438,male,91709
439,male,39082
445,male,46738
448,male,63640
451,male,77389
453,male,49508
457,male,19140
467,male,49508
469,male,63640
471,male,32405
478,male,98002
